Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Water,Composting sawdust,Recycling center,Artisan goods,Open,Electricity,Kitchen,Parking,Restaurant,Wifi,Big rig friendly,Tent friendly,Pet friendly,Showers,Toilets,Sanitation dump station,Outdoor gear,Groceries,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging
"Diagonal 99, Urbanización La Campiña, Apartadó, Urabá, Antioquia, RAP del Agua y la Montaña, 057840, Colombia",Casa Hotel Mateguadua,Hotel,"This is an 8-room hotel outside Apartadó. Comfortable and affordable. So far, in Colombia, many hotels are not cyclist-friendly, and bringing the bike to the room requires extra effort. So, this is the hotel for us. For overlanders, the hotel has a parking lot in front for medium-sized vehicles. The price range is: for a single room, 90,000 pesos, and for a double room, 135,000 pesos. Includes Wi-Fi, parking, and breakfast.
---
Este es un hotel de 8 habitaciones en las afueras de Apartadó. Cómodo y asequible. Hasta ahora, en Colombia, muchos hoteles no son amigables para ciclistas, y llevar la bicicleta a la habitación requiere un esfuerzo extra. Por lo tanto, este es el hotel para nosotros. Para los viajeros en vehículos grandes, el hotel cuenta con un estacionamiento al frente para vehículos medianos. El rango de precios es: para una habitación individual, 90,000 pesos, y para una habitación doble, 135,000 pesos. Incluye Wi-Fi, estacionamiento y desayuno.",7.890757,-76.643346,27.699634161777794,2024-10-09 00:00:00 UTC,Yes,,,,Yes,Yes - At Sites,No,Yes,No,Yes - Average,Unknown,No,Yes,Cold,Running Water,,,,,,,,,,,,,
"Carrera 100, Barrio La Unión, Chigorodó, Urabá, Antioquia, RAP del Agua y la Montaña, Colombia",Hotel Aventuras de Occidente,Hotel,"For cyclists and backpackers only. The place does not have parking, but bicycles can easily be brought into the rooms. It is a safe and clean place. It only has rooms with fans and private bathrooms. The price for a single room is 30,000 pesos. There are supermarkets and affordable dining options nearby. --- Solo para cicloturistas y mochileros. El lugar no tiene parqueo, pero las bicicletas se pueden meter fácilmente en las habitaciones. Es un sitio seguro y limpio. Solo cuenta con habitaciones con ventilador y baño incluido. El precio por una habitación sencilla es de 30000 pesos y 40000. En los alrededores hay supermercados y lugares donde comer barato.",7.668073,-76.680038,140.7,2025-05-12 00:00:00 UTC,Non-Potable,,,,Yes,Yes - At Sites,No,No,No,No,No,No,No,Cold,Running Water,,,,,,,,,,,,,
"Cacao Hostal, Carrera 11, Localidad 2 Histórica - Rodrigo de Bastidas, Santa Marta, Magdalena, RAP Caribe, 470004, Colombia",Cacao Hostel,Hostel,"Nice clean hostel for 32k/night with cooked desayuno and air con rooms at night. Swimming pool and bar but doesn’t get rowdy. Bit of a walk to the malecón but one walk there was enough to see it (dirty beach with rubbish, homeless, drug dealers everywhere). Definitely recommended if you need somewhere in Santa Marta. 

Plenty of motorcycle parking, cars on the street.",11.242895,-74.204864,9.581919844262302,2024-10-12 00:00:00 UTC,Potable,,,,Yes,Yes,Yes,Yes,Yes,Yes - Fast,No,No,No,Cold,Running Water,,,,,,,,,,,,,
"Calle Circunvalar, Coloyita, Líbano, Nevados, Tolima, RAP (Especial) Central, 731040, Colombia",Hostal nature green,Hostel,Hostel under construction. Already has a couple of rooms available and you can camp in one of the unfinished apartments with an amazing view for $15.000 pesos.,4.923835,-75.059233,1575.0272215876848,2024-10-11 00:00:00 UTC,No,,,,Yes,Yes - At Sites,Yes,Unknown,No,Yes - Average,No,Yes,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Residencia Mutatá, Carrera 10, Mutatá, Urabá, Antioquia, RAP del Agua y la Montaña, 057420, Colombia",Hotel Mutatá,Hotel,"Hostel with 14 rooms, ideal for cyclists and backpackers. The rooms have a bathroom, Wi-Fi, and a fan. There is no parking, but bicycles can be brought into the room. The cost of a single room is 40,000 pesos. It is located by the roadside, and there are places to eat and a supermarket nearby.

---
Hostal con 14 habitaciones, ideal para cicloviajeros y mochileros. Las habitaciones tienen baño, Wi-Fi y ventilador. No hay parqueo, pero se puede meter la bicicleta en la habitación. El costo de una habitación sencilla es de 40.000 pesos. Está a la orilla de la carretera y hay lugares para comer y un supermercado cerca.

",7.246171,-76.438355,127.91841653827578,2025-05-26 00:00:00 UTC,Non-Potable,,,,Yes,No,No,No,No,Yes - Slow,No,No,No,Cold,Running Water,,,,,,,,,,,,,
"Vía Cimitarra - Landazuri, Aguachica, Landázuri, Vélez, Santander, RAP Gran Santander, Colombia",Restaurante Punto costeño,Restaurant,"A really cool place with very friendly owners. Super clean, loads of parking, food, drinks, clean bathrooms. A recommended stop on this route!",6.225077,-73.846819,479.10526455936787,2024-10-12 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Localidad 3 Turística - Perla del Caribe, Santa Marta, Magdalena, RAP Caribe, 005075, Colombia",Parqueadero Cabo Tortuga,Informal Campsite,"Only 200 meters from the beach you will find this small parking with the most welcoming people. They have water, shower, electricity... We felt like at home and we ended up spending Christmas and New Year together. 
They charged us 10.000 COP per night (we are 5, they charge per vehicle, not per person). 
You can also rent an small apartment with bathroom and small kitchen. 
",11.175727,-74.233988,2.644270862452686,2025-06-02 00:00:00 UTC,Non-Potable,,,,Yes,Yes,Yes,,No,Yes - Fast,No,Yes,Yes,Cold,Running Water,,,,,,,,,,,,,
"Aguanile Youth Hostel - alternative medicine, Antigua vía del Ferrocarril, La Explanación, Boquía, Salento, Fría, Quindío, RAP Eje Cafetero, 631027, Colombia",Posada Aguanile,Hostel,"A fantastic hostel with lots of secure parking on grass. Plenty of space to camp, we stayed in a room though for a break! There’s a gate to get through but no height restrictions for it.
They do laundry for 25,000 onsite, also their breakfast is the best breakfast we’ve had in all of South America. 
Great for not having to drive or park in town, buses come by often and it’s 2,000 in or out of town from here and around 10 minutes on the bus. 
Drinking water, kitchen, relaxing space all available. Would highly recommend! ",4.639110,-75.584186,1767.1915466282517,2024-10-14 00:00:00 UTC,Potable,,,,Yes,Unknown,Yes,Secure Parking,Yes,Yes - Fast,Yes,Unknown,Unknown,Warm,Running Water,,,,,,,,,,,,,
"Vía Duitama-Charalá, Vereda Santa Barbara, Duitama, Tundama, Boyacá, RAP (Especial) Central, Colombia",Abandoned house for cyclists,Wild Camping,Abandoned house next to the road with great views. Very hidden behind some pine trees and no visible entrance to go down. But it‘s possible to get bikes down a little path. Door is open. We asked the neighbour (the arepas place). She wouldn‘t let us camp at her house but said it‘s fine to come here (house of her sister or something). We cleaned the anteroom a little bit to put the tent. Two more rooms but lot‘s of dirty stuff. Maybe fits two tents. Please don’t leave anything behind!,5.922188,-73.089702,3599.5071756495163,2024-10-14 00:00:00 UTC,No,,,,Yes,No,No,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,
"Doradal, Puerto Triunfo, Magdalena Medio, Antioquia, RAP del Agua y la Montaña, Colombia",Apartahoteles Eliana,Hostel,"MODERATOR NOTE: Place added by owner/manager

Eliana Aparthotels, excellent furnished apartments for your relaxation, have private parking, available all year round, air conditioning, kitchen, living room, laundry room, refrigerator and more. Excellent location in Doradal, just one kilometer from Hacienda Nápoles. Cell phone +57 3217182042
----
Apartahoteles Eliana, unos excelentes apartamentos amoblados para su descanso, cuenta con parqueadero privado, disponible todo el año, aire acondicionado, cocina, sala, lavadero, nevera y demás, Excelente sitio en Doradal, a tan solo un kilómetro de la Hacienda Nápoles. Celular +57 3217182042",5.901800,-74.733107,240.41520655155182,2024-10-15 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,Yes,Yes,No,Yes - Average,Yes,No,Yes,Warm,Running Water,,,,,,,,,,,,,
"Aratoca, Guanentá, Santander, RAP Gran Santander, Colombia",Finca El Nogal ,Informal Campsite,"Great place to spend the night in an authentic artisan coffee finca. Very welcoming to people in a 450-year-old house. the price of 25,000 pesos per person includes the night and the visit to the farm. accessible to all types of vans or camping cars even 2wd but not certain for big rigs.
we went there with à 7m sprinter 4x4.
Before coming, please contact Elvin.
Whatsapp +573142175211.",6.676486,-73.058488,1670.0,2024-10-13 00:00:00 UTC,Unknown,,,,Yes,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,
"Primax, 66, Barrancabermeja, Yariguíes, Santander, RAP Gran Santander, 687031, Colombia",Hotel/ Gas Station Olga Lucia ,Informal Campsite,Very good place to park your RV or Campervan. Very safe and cost 6000 pesos. In the hotel is posible to pay the pool service all day. Here is also a store,7.046623,-73.810273,107.19999694824219,2024-10-15 00:00:00 UTC,No,,,,Yes,No,No,,Yes,No,Yes,No,Yes,No,No,,,,,,,,,,,,,
"Vda. Nuevo Tolima, San José del Guaviare, Guaviare, RAP Amazonía, Colombia",Rupiguare,Established Campground,"At this site you will find the rock paintings of Nuevo Tolima. It is a large, flat, quiet and beautiful garden.  Fast Starlink internet, clean and comfortable bathrooms, and the locals are very, very friendly. The entrance fee to the attraction varies as follows: Colombians $22,000, foreigners $25,000, and the cost of the guide $30,000 for groups of 1 to 5 and $50,000 for 1 to 10. Sleeping at night is a pleasure, because of the tranquility. In addition, there is a natural creek very close where you can bathe.
The value for accommodation is $10,000 per person.
WhatsApp 3116471663.

En este sitio encontrarás las pinturas rupestres de Nuevo Tolima. Es un amplio jardín, plano, tranquilo y bello. Internet rápido de Starlink, baños limpios y cómodos y las personas del lugar muy, muy amables. La entrada a la atracción varía así: colombiano $22.000 extranjero $25.000 y el costo del guía $30.000 de grupos de 1 a 5 y $50.000 de 1 a 10. Dormir en la noche es un placer, por la tranquilidad. Además, hay un caño natural muy cerca donde puedes bañarte.
El valor por el alojamiento, es de $10.000 por persona.",2.456332,-72.753732,228.29964882834258,2024-10-15 00:00:00 UTC,Non-Potable,,,,Yes,Yes - Not at Sites,No,,Yes,Yes - Fast,Yes,Yes,Yes,Cold,Running Water,No,,,,,,,,,,,,
"Vía Bogotá - Choachí, Choachí, Oriente, Cundinamarca, RAP (Especial) Central, Colombia","on farmers land, below climbing crags agua dulce",Informal Campsite,"the super nice owner Jorge let us stay here for three nights, ideally located for climbing, no facilities except for water. toilet at the climbing registration place down the road. bad signal. hot shower possible at the refugio across the road. no shops nearby. cows roam the land:)",4.565096,-73.974387,3038.400392077863,2024-10-14 00:00:00 UTC,Yes,,,,Yes,No,No,,No,No,No,Yes,Unknown,No,Unknown,,,,,,,,,,,,,
"Pasto, Centro, Nariño, RAP Pacífico, 520001, Colombia",hombrecitos ,Wild Camping,we camped here for two nights while rock climbing at hombrecitos. pullout just perfect for our truck camper. no facilities.claro signal. nobody bothered us. sound of rover and wind. nice views.,1.248772,-77.302605,2457.0220034641316,2024-10-15 00:00:00 UTC,No,,,,Yes,No,No,,No,No,No,No,Unknown,No,No,,,,,,,,,,,,,
"Carrera 2, Horizontes, Filandia, Fría, Quindío, RAP Eje Cafetero, 634001, Colombia",Parking,Informal Campsite,"Secure parking spot
3,000 per hour
25,000 per day

Great for staying in a hostel in town since they were the same price as camping outside when we visited. 
No height restrictions, plenty of space in the lot
We stayed overnight here. Very friendly owner, basic but very clean toilet, great view over the valley to the mountains, quiet on a Friday night, no barking dogs. 25,000 Colombian pesos",4.672798,-75.655344,1901.2800215203315,2025-05-23 00:00:00 UTC,Unknown,,,,Yes,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,
"Hostal Casa Victoria Pijao, 7 11, Carrera 6, Pijao, Cordillerana, Quindío, RAP Eje Cafetero, 632060, Colombia",El Deposito Café,Restaurant,"Really nice little spot for a tasty coffee. Family run, coffee straight from the finca with homemade cakes and treats. Cool rustic feel inside.",4.336783,-75.704283,1701.1000000000001,2024-10-14 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Sauka Loft - Rincon del Mar, Puente Artesanal La Punta, Rincón del Mar, San Onofre, Morrosquillo, Sucre, RAP Caribe, 707017, Colombia",Taida Hostel,Hostel,"Nice hostel for 42k. iOverlanders pay 28k each person. 15-20k for breakfast. Safe gated parking for bicycles and motorbikes, possibly a car. Air conditioned rooms. They also own the hostel across the road which is a bit cheaper but I think without air con. The owner is a traveler himself having spent 3 years going around South America on a tuk tuk which he still has and has written a great book about.",9.770843,-75.642881,4.469641758129001,2025-06-14 00:00:00 UTC,Natural Source,,,,Yes,Yes - At Sites,Yes,Secure Parking,No,Yes - Average,No,No,No,Cold,Running Water,,,,,,,,,,,,,
"Carrera 10, Amuchen, Uribia, La Guajira, RAP Caribe, Colombia",Hostal Meta,Hotel,"Despite being called a hostel it is small private rooms with ensuite only. 70k was the price they decided on when I asked (I didn’t have a reservation) so certainly open to negotiation if saving 2 dollars is your thing. Rooms have air con and plenty of secure parking (despite being behind a big gate they made me put everything from my moto in my room). Must be almost brand new, very clean. 

This is the last main town before going to the northern point, if you’re not doing that, there’s no point coming this far. Otherwise, I think my favourite part of this town will be leaving it. There’s no super mercados just lots of tiendas you can’t enter, resupply before coming this far. ",11.711694,-72.264906,25.25002670288086,2024-10-17 00:00:00 UTC,Non-Potable,,,,Yes,Yes - At Sites,No,Secure Parking,No,Yes - Average,Yes,No,No,Warm,Running Water,,,,,,,,,,,,,
"Vía a Guateque, Chocontá, Machetá, Almeidas, Cundinamarca, RAP (Especial) Central, 250840, Colombia",El sabor de mi rancho ,Informal Campsite,"It's a restaurant called el sabor de mi rancho We spent the night for a reasonable price The night was quiet, a little noise from trucks, but normal. 
Es un restaurante que se llama el sabor de mi rancho 

Pasamos la noche por un precio razonable 

La noche estuvo tranquila, un poco de ruido de camiones, pero normal ",5.099092,-73.659299,2642.854248046875,2024-10-18 00:00:00 UTC,No,,,,Yes,Unknown,No,,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,,,,
"Mirador La Chapa, Camino real, Pandi, Sumapaz, RAP (Especial) Central, Colombia",Mirador La Chapa,Established Campground,"It is a tourist place that has a restaurant, swimming pool, billiards and shuffleboard. They allow camping anywhere for 5000 COP per person per night (price 2024). There is access to water, bathrooms and showers.
--
Es un lugar turístico que cuenta con restaurante, piscina, billar y tejo. Permiten acampar en cualquier lugar por 5000 COP por persona por noche (precio 2024). Hay acceso a agua, baños y duchas",4.186977,-74.459178,1731.1,2025-03-09 00:00:00 UTC,Non-Potable,,,,Yes,Yes,No,,Yes,No,Yes,Yes,Yes,Cold,Running Water,No,,,,,,,,,,,,
